title,studio,domestic_gross,foreign_gross,year
love live! the school idol movie (2015),az,116000.0,19400000.0,2015
she's funny that way (2015),lgp,112000.0,19400000.0,2015
memories of the sword (2015),wgusa,111000.0,19400000.0,2015
the look of silence (2015),drft.,109000.0,19400000.0,2015
the beauty inside (2015),wgusa,108000.0,19400000.0,2015
the chronicles of evil (2015),cj,105000.0,19400000.0,2015
every secret thing (2015),sm,104000.0,19400000.0,2015
ghost in the shell: the new movie (2015),fun,101000.0,19400000.0,2015
black souls (anime nere) (2015),alc,101000.0,19400000.0,2015
a poem is a naked person (2015 re-issue) (2015),jan.,96600.0,19400000.0,2015
saving mr. wu (2015),uep,92700.0,19400000.0,2015
the tales of hoffmann (2015 re-issue) (2015),rialto,91900.0,19400000.0,2015
christmas eve (2015),ampl.,91300.0,19400000.0,2015
queen of earth (2015),ifc,91200.0,19400000.0,2015
hero (2015) (2015),eros,88700.0,19400000.0,2015
sunshine superman (2015),magn.,88100.0,19400000.0,2015
heaven knows what (2015),rtwc,80700.0,19400000.0,2015
nasty baby (2015),orch.,79800.0,19400000.0,2015
the wonders (2015),osci.,73400.0,19400000.0,2015
predestination (2015),ve,68400.0,19400000.0,2015
people places things (2015),tfa,67000.0,19400000.0,2015
eden (2015),bg,65500.0,19400000.0,2015
the duke of burgundy (2015),ifc,64500.0,19400000.0,2015
the office (2015),cl,63700.0,19400000.0,2015
flowers (2015),mbox,61600.0,19400000.0,2015
only you (2015),cl,61600.0,19400000.0,2015
girlhood (2015) (2015),strand,60800.0,19400000.0,2015
jauja (2015),cgld,60200.0,19400000.0,2015
gueros (2015),kl,60100.0,19400000.0,2015
i smile back (2015),bg,58700.0,19400000.0,2015
the ark of mr. chow (2015),cl,54100.0,19400000.0,2015
love thy nature (2015),itl,41100.0,11800.0,2015
the advocate: a missing body (2015),cj,50200.0,19400000.0,2015
heist (2015) (2015),lgp,50100.0,19400000.0,2015
difret (2015),ta,49700.0,19400000.0,2015
appropriate behavior (2015),grav.,46900.0,19400000.0,2015
beyond the reach (2015),ratt.,45900.0,19400000.0,2015
the salvation (2015),ifc,44900.0,19400000.0,2015
madame bovary (2015),alc,44200.0,19400000.0,2015
charlie's country (2015),mr,42900.0,19400000.0,2015
pearl button (2015),kl,42200.0,19400000.0,2015
queen and country (2015),bbc,41300.0,19400000.0,2015
the phone (2015),cj,40500.0,19400000.0,2015
what our fathers did: a nazi legacy (2015),osci.,40100.0,19400000.0,2015
lila & eve (2015),gold.,38300.0,19400000.0,2015
before we go (2015),rtwc,37200.0,19400000.0,2015
the mafia only kills in summer (2015),distrib.,37100.0,19400000.0,2015
knock knock (2015),lgp,36300.0,19400000.0,2015
kindergarten teacher (2015),kl,36200.0,19400000.0,2015
welcome to leith (2015),frun,36000.0,19400000.0,2015
wild city (2015),wgusa,34900.0,19400000.0,2015
the forbidden room (2015),kl,34400.0,19400000.0,2015
song one (2015),tfa,32299.0,19400000.0,2015
love forecast (2015),cj,32200.0,19400000.0,2015
"out 1, noli me tangere (2015)",cfilms,31500.0,19400000.0,2015
"3 1/2 minutes, 10 bullets (2015)",part.,30400.0,19400000.0,2015
paulette (2015),cohen,29500.0,19400000.0,2015
the cut (2015),strand,28100.0,19400000.0,2015
the keeping room (2015),drft.,27200.0,19400000.0,2015
big game (2015),ec,24600.0,19400000.0,2015
kill me three times (2015),magn.,24300.0,19400000.0,2015
"hippocrates, diary of a french doctor (2015)",distrib.,23100.0,19400000.0,2015
court (2015),zeit.,22900.0,19400000.0,2015
salut d'amour (2015),cj,22500.0,19400000.0,2015
mediterranea (2015),ifc,22100.0,19400000.0,2015
noma - my perfect storm (2015),magn.,21100.0,19400000.0,2015
the little death (2015),magn.,18200.0,19400000.0,2015
gangnam 1970 (2015),cj,18000.0,19400000.0,2015
strangerland (2015),alc,17500.0,19400000.0,2015
eastern boys (2015),frun,16800.0,19400000.0,2015
extraction (2015),lgp,16800.0,19400000.0,2015
eva (2015),wein.,16700.0,19400000.0,2015
the world of kanako (2015),drft.,16600.0,19400000.0,2015
zombeavers (2015),free,14900.0,19400000.0,2015
the hallow (2015),ifc,13900.0,19400000.0,2015
amour fou (2015),fm,13700.0,19400000.0,2015
arabian nights: volume 1 - the restless one (2015),kl,12300.0,19400000.0,2015
of horses and men (2015),mbox,11900.0,19400000.0,2015
marie's story (2015),fm,11700.0,19400000.0,2015
1001 grams (2015),kl,11000.0,19400000.0,2015
empire of lust (2015),cj,10700.0,19400000.0,2015
the forecaster (2015),for,10200.0,19400000.0,2015
still life (2015) (2015),trib.,9500.0,19400000.0,2015
every thing will be fine (2015),ifc,9200.0,19400000.0,2015
the lesson (2015),fm,9000.0,19400000.0,2015
an eye for beauty (2015),mr,9000.0,19400000.0,2015
northern soul (2015),free,8900.0,19400000.0,2015
the girl in the book (2015),free,8200.0,19400000.0,2015
steak (r)evolution (2015),kl,8000.0,19400000.0,2015
on the way to school (2015),distrib.,7400.0,19400000.0,2015
hungry hearts (2015),ifc,6900.0,19400000.0,2015
steve mcqueen: the man & le mans (2015),fr,6800.0,19400000.0,2015
arabian nights: volume 2 - the desolate one (2015),kl,6400.0,19400000.0,2015
alleluia (2015),mbox,6300.0,19400000.0,2015
barely lethal (2015),a24,6100.0,19400000.0,2015
chic! (2015),distrib.,5600.0,19400000.0,2015
far from men (2015),trib.,5300.0,19400000.0,2015
the dead lands (2015),magn.,5200.0,19400000.0,2015
jenny's wedding (2015),ifc,4700.0,19400000.0,2015
against the sun (2015),tafc,4600.0,19400000.0,2015
ashby (2015),tfa,4600.0,19400000.0,2015
arabian nights: volume 3 - the enchanted one (2015),kl,4500.0,19400000.0,2015
the summer of sangaile (2015),strand,4500.0,19400000.0,2015
club life (2015),orch.,4400.0,19400000.0,2015
back to the jurassic (2015),cj,4400.0,19400000.0,2015
in the basement (2015),strand,3600.0,19400000.0,2015
fidelio: alice's odyssey (2015),frun,3600.0,19400000.0,2015
that sugar film (2015),gold.,3500.0,19400000.0,2015
xenia (2015),strand,3200.0,19400000.0,2015
the iron ministry (2015),icar.,3200.0,19400000.0,2015
the lady in the car with glasses and a gun (2015),magn.,2200.0,19400000.0,2015
stations of the cross (2015),fm,1500.0,19400000.0,2015
skin trade (2015),magn.,1200.0,19400000.0,2015
thanks to my friends (2015),distrib.,900.0,19400000.0,2015
rec 4: apocalypse (2015),magn.,800.0,19400000.0,2015
it's all so quiet (boven is het stil) (2015),bwp,700.0,19400000.0,2015
tough being loved by jerks (2015),kl,700.0,19400000.0,2015
the chambermaid (2015),fm,300.0,19400000.0,2015
captain america: civil war (2016),bv,408100000.0,745200000.0,2016
rogue one: a star wars story (2016),bv,532200000.0,523900000.0,2016
finding dory (2016),bv,486300000.0,542300000.0,2016
zootopia (2016),bv,341300000.0,682500000.0,2016
the jungle book (2016) (2016),bv,364000000.0,602500000.0,2016
the secret life of pets (2016),uni.,368400000.0,507100000.0,2016
batman v superman: dawn of justice (2016),wb,330400000.0,543300000.0,2016
fantastic beasts and where to find them (2016),wb,234000000.0,580000000.0,2016
deadpool (2016),fox,363100000.0,420000000.0,2016
suicide squad (2016),wb,325100000.0,421700000.0,2016
doctor strange (2016),bv,232600000.0,445100000.0,2016
moana (2016),bv,248800000.0,394600000.0,2016
sing (2016),uni.,270400000.0,363800000.0,2016
the mermaid (mei ren yu) (2016),sony,3200000.0,550600000.0,2016
x-men: apocalypse (2016),fox,155400000.0,388500000.0,2016
kung fu panda 3 (2016),fox,143500000.0,377600000.0,2016
la la land (2016),lg/s,151100000.0,295000000.0,2016
warcraft (2016),uni.,47400000.0,386300000.0,2016
jason bourne (2016),uni.,162400000.0,253100000.0,2016
ice age: collision course (2016),fox,64099999.0,344500000.0,2016
independence day: resurgence (2016),fox,103100000.0,286500000.0,2016
monster hunt (2016),fr,32800.0,385300000.0,2016
the legend of tarzan (2016),wb,126600000.0,230100000.0,2016
the angry birds movie (2016),sony,107500000.0,244800000.0,2016
trolls (2016),fox,153700000.0,193200000.0,2016
star trek beyond (2016),par.,158800000.0,184600000.0,2016
now you see me 2 (2016),lg/s,65099999.0,269800000.0,2016
the conjuring 2 (2016),wb (nl),102500000.0,217900000.0,2016
passengers (2016) (2016),sony,100000000.0,203100000.0,2016
dangal (2016),utv,12400000.0,290500000.0,2016
alice through the looking glass (2016),bv,77000000.0,222400000.0,2016
miss peregrine's home for peculiar children (2016),fox,87200000.0,209200000.0,2016
teenage mutant ninja turtles: out of the shadows (2016),par.,82100000.0,163600000.0,2016
assassin's creed (2016),fox,54600000.0,186300000.0,2016
sully (2016),wb,125100000.0,115700000.0,2016
hidden figures (2016),fox,169600000.0,66300000.0,2016
ghostbusters (2016) (2016),sony,128400000.0,100800000.0,2016
inferno (2016),sony,34300000.0,185700000.0,2016
central intelligence (2016),wb (nl),127400000.0,89500000.0,2016
bridget jones's baby (2016),uni.,24300000.0,187700000.0,2016
me before you (2016),wb (nl),56200000.0,152100000.0,2016
london has fallen (2016),focus,62500000.0,143200000.0,2016
arrival (2016),par.,100500000.0,102800000.0,2016
the monkey king 2 in 3d (2016),cl,710000.0,193000000.0,2016
bad moms (2016),stx,113300000.0,70700000.0,2016
storks (2016),wb,72700000.0,110700000.0,2016
the bfg (2016),bv,55500000.0,127900000.0,2016
the divergent series: allegiant (2016),lg/s,66200000.0,113100000.0,2016
hacksaw ridge (2016),lgf,67200000.0,108100000.0,2016
the girl on the train (2016) (2016),uni.,75400000.0,97800000.0,2016
operation mekong (2016),wgusa,800000.0,172300000.0,2016
the huntsman: winter's war (2016),uni.,48400000.0,116600000.0,2016
the magnificent seven (2016) (2016),sony,93400000.0,68900000.0,2016
jack reacher: never go back (2016),par.,58700000.0,103400000.0,2016
don't breathe (2016),sgem,89200000.0,67900000.0,2016
ip man 3 (2016),wgusa,2700000.0,154200000.0,2016
the accountant (2016),wb,86300000.0,68900000.0,2016
gods of egypt (2016),lg/s,31200000.0,119500000.0,2016
lights out (2016),wb (nl),67300000.0,81600000.0,2016
pete's dragon (2016) (2016),bv,76200000.0,67500000.0,2016
sausage party (2016),sony,97700000.0,43000000.0,2016
lion (2016),wein.,51700000.0,88600000.0,2016
detective chinatown (tang ren jie tan an) (2016),cl,474000.0,125400000.0,2016
mechanic: resurrection (2016),lg/s,21200000.0,104500000.0,2016
ride along 2 (2016),uni.,91200000.0,33400000.0,2016
deepwater horizon (2016),lg/s,61400000.0,60400000.0,2016
allied (2016),par.,40100000.0,79400000.0,2016
the shallows (2016),sony,55100000.0,64000000.0,2016
the purge: election year (2016),uni.,79200000.0,39400000.0,2016
why him? (2016),fox,60300000.0,57800000.0,2016
office christmas party (2016),par.,54800000.0,59700000.0,2016
how to be single (2016),wb (nl),46800000.0,65500000.0,2016
10 cloverfield lane (2016),par.,72100000.0,38100000.0,2016
the 5th wave (2016),sony,34900000.0,75000000.0,2016
neighbors 2: sorority rising (2016),uni.,55500000.0,52600000.0,2016
cold war 2 (2016),wgusa,561000.0,102600000.0,2016
the little prince (2016),eone,1300000.0,96200000.0,2016
dirty grandpa (2016),lgf,35600000.0,58500000.0,2016
ben-hur (2016) (2016),par.,26400000.0,67700000.0,2016
money monster (2016),tris,41000000.0,52300000.0,2016
my big fat greek wedding 2 (2016),uni.,59700000.0,29200000.0,2016
collateral beauty (2016),wb (nl),31000000.0,57500000.0,2016
train to busan (2016),wgusa,2100000.0,85400000.0,2016
sultan (2016),yash,6200000.0,81100000.0,2016
war dogs (2016),wb,43000000.0,43200000.0,2016
nerve (2016),lgf,38600000.0,46700000.0,2016
ouija: origin of evil (2016),uni.,35100000.0,46600000.0,2016
manchester by the sea (2016),ratt.,47700000.0,31300000.0,2016
the boss (2016),uni.,63300000.0,15600000.0,2016
shin godzilla (2016),fun,1900000.0,76000000.0,2016
mike and dave need wedding dates (2016),fox,46000000.0,31100000.0,2016
boo! a madea halloween (2016),lgf,73200000.0,1600000.0,2016
miracles from heaven (2016),tris,61700000.0,12200000.0,2016
i am not madame bovary (2016),wgusa,437000.0,70400000.0,2016
kubo and the two strings (2016),focus,48000000.0,21900000.0,2016
13 hours: the secret soldiers of benghazi (2016),par.,52900000.0,16600000.0,2016
moonlight (2016) (2016),a24,27900000.0,37200000.0,2016
fences (2016),par.,57700000.0,6700000.0,2016
the boy (2016) (2016),stx,35800000.0,28400000.0,2016
"hail, caesar! (2016)",uni.,30500000.0,33100000.0,2016
the nice guys (2016),wb,36300000.0,26500000.0,2016
l.o.r.d: legend of ravaging dynasties (2016),ar,350000.0,57700000.0,2016
nine lives (2016) (2016),ec,19700000.0,38100000.0,2016
zoolander 2 (2016),par.,28800000.0,27900000.0,2016
barbershop: the next cut (2016),wb (nl),54000000.0,1000000.0,2016
the finest hours (2016),bv,27600000.0,24500000.0,2016
master (2016),cj,597000.0,51000000.0,2016
patriots day (2016),lgf,31900000.0,18700000.0,2016
florence foster jenkins (2016),par.,27400000.0,21500000.0,2016
mother's day (2016),orf,32500000.0,15900000.0,2016
luck-key (2016),jbg,467000.0,47700000.0,2016
yo-kai watch: the movie (2016),elev.,257000.0,47600000.0,2016
a monster calls (2016),focus,3700000.0,43600000.0,2016
eddie the eagle (2016),fox,15800000.0,30400000.0,2016
risen (2016),sony,36900000.0,9200000.0,2016
blair witch (2016),lgf,20800000.0,24400000.0,2016
cafe society (2016),lgf,11100000.0,32700000.0,2016
almost christmas (2016),uni.,42200000.0,422000.0,2016
the witch (2016),a24,25100000.0,15300000.0,2016
the wild life (2016) (2016),lg/s,8000000.0,31500000.0,2016
criminal (2016) (2016),lg/s,14700000.0,24100000.0,2016
absolutely fabulous: the movie (2016),foxs,4800000.0,33100000.0,2016
hell or high water (2016),lgf,27000000.0,10900000.0,2016
the forest (2016),focus,26600000.0,11000000.0,2016
snowden (2016),orf,21600000.0,15700000.0,2016
billy lynn's long halftime walk (2016),tris,1700000.0,29200000.0,2016
when the bough breaks (2016),sgem,29700000.0,911000.0,2016
nocturnal animals (2016),focus,10700000.0,19600000.0,2016
keeping up with the joneses (2016),fox,14900000.0,15000000.0,2016
ae dil hai mushkil (2016),fip,4300000.0,24100000.0,2016
fan (2016),yash,2300000.0,25900000.0,2016
m.s. dhoni: the untold story (2016),fip,1800000.0,26000000.0,2016
the light between oceans (2016),bv,12500000.0,13400000.0,2016
the brothers grimsby (2016),sony,6900000.0,18300000.0,2016
race (2016) (2016),focus,19200000.0,5900000.0,2016
free state of jones (2016),stx,20800000.0,4200000.0,2016
a beautiful planet (2016),imax,15500000.0,9400000.0,2016
god's not dead 2 (2016),pfr,20800000.0,3700000.0,2016
silence (2016) (2016),par.,7100000.0,16600000.0,2016
middle school: the worst years of my life (2016),lgf,20000000.0,3300000.0,2016
triple 9 (2016),orf,12600000.0,10500000.0,2016
whiskey tango foxtrot (2016),par.,23100000.0,19400000.0,2016
captain fantastic (2016),bst,5900000.0,16900000.0,2016
live by night (2016),wb,10400000.0,12300000.0,2016
julieta (2016),spc,1500000.0,21000000.0,2016
fifty shades of black (2016),orf,11700000.0,10500000.0,2016
keanu (2016),wb (nl),20600000.0,19400000.0,2016
el clan (2016),fip,201000.0,20200000.0,2016
the edge of seventeen (2016),stx,14400000.0,4400000.0,2016
the choice (2016),lgf,18700000.0,19400000.0,2016
eye in the sky (2016),bst,18700000.0,19400000.0,2016
bad santa 2 (2016),bg,17800000.0,19400000.0,2016
regression (2016),w/dim.,55000.0,17600000.0,2016
neerja (2016),fip,1600000.0,16000000.0,2016
masterminds (2016) (2016),rela.,17400000.0,19400000.0,2016
norm of the north (2016),lgf,17100000.0,19400000.0,2016
hardcore henry (2016),stx,9300000.0,7600000.0,2016
pride and prejudice and zombies (2016),sgem,10900000.0,5500000.0,2016
the infiltrator (2016),bg,15400000.0,19400000.0,2016
kapoor & sons - since 1921 (2016),fip,2600000.0,12800000.0,2016
the take (2016) (2016),htr,50300.0,14800000.0,2016
sword master (2016),wgusa,75500.0,14600000.0,2016
"hello, my name is doris (2016)",ratt.,14400000.0,19400000.0,2016
the other side of the door (2016),fox,3000000.0,11300000.0,2016
love & friendship (2016),ratt.,14000000.0,19400000.0,2016
jackie (2016),foxs,14000000.0,19400000.0,2016
sing street (2016),wein.,3200000.0,10400000.0,2016
shut in (2016),ec,6900000.0,6200000.0,2016
loving (2016),focus,7800000.0,5200000.0,2016
the beatles: eight days a week - the touring years (2016),abr.,2900000.0,9400000.0,2016
the man who knew infinity (2016),ifc,3900000.0,8400000.0,2016
no manches frida (2016),pnt,11500000.0,19400000.0,2016
the darkness (2016),bh tilt,10800000.0,19400000.0,2016
our kind of traitor (2016),ratt.,3200000.0,7600000.0,2016
the perfect match (2016),lgf,9700000.0,745000.0,2016
queen of katwe (2016),bv,8900000.0,1500000.0,2016
miss sloane (2016),ec,3500000.0,5600000.0,2016
ratchet & clank (2016),focus,8800000.0,19400000.0,2016
morgan (2016),fox,3900000.0,4900000.0,2016
the lobster (us release) (2016),a24,8700000.0,19400000.0,2016
my king (mon roi) (2016),fm,54100.0,7900000.0,2016
pele: birth of a legend (2016),ifc,57000.0,7800000.0,2016
a bigger splash (2016),foxs,2000000.0,5500000.0,2016
southside with you (2016),ratt.,6300000.0,208000.0,2016
the young messiah (2016),focus,6500000.0,19400000.0,2016
incarnate (2016),bh tilt,4800000.0,1500000.0,2016
max steel (2016),orf,3800000.0,2500000.0,2016
midnight special (2016),wb,3700000.0,2500000.0,2016
the duelist (2016),sony,13500.0,6100000.0,2016
the autopsy of jane doe (2016),ifc,10500.0,6000000.0,2016
my best friend's wedding (2016) (2016),sony,78600.0,5600000.0,2016
genius (2016),ratt.,1400000.0,4300000.0,2016
20th century women (2016),a24,5700000.0,19400000.0,2016
hunt for the wilderpeople (2016),orch.,5200000.0,19400000.0,2016
bleed for this (2016),orf,5100000.0,19400000.0,2016
hands of stone (2016),wein.,4700000.0,19400000.0,2016
men & chicken (2016),drft.,30200.0,4600000.0,2016
the meddler (2016),spc,4300000.0,19400000.0,2016
a hologram for the king (2016),ratt.,4200000.0,19400000.0,2016
swiss army man (2016),a24,4200000.0,19400000.0,2016
denial (2016),bst,4099999.0,19400000.0,2016
indignation (2016),ratt.,3400000.0,523000.0,2016
kabali (2016),cinegalaxy,3900000.0,19400000.0,2016
rules don't apply (2016),fox,3700000.0,233000.0,2016
where to invade next (2016),drft.,3800000.0,19400000.0,2016
batman: the killing joke (2016),fathom,3800000.0,19400000.0,2016
naam hai akira (2016),fip,219000.0,3500000.0,2016
a man called ove (2016),mbox,3500000.0,19400000.0,2016
miles ahead (2016),spc,2600000.0,850000.0,2016
everybody wants some!! (2016),par.,3400000.0,19400000.0,2016
maggie's plan (2016),spc,3400000.0,19400000.0,2016
the program (2016) (2016),eone,13100.0,3300000.0,2016
green room (2016),a24,3200000.0,19400000.0,2016
the eagle huntress (2016),spc,3200000.0,19400000.0,2016
